GeneID,0h,1.5h,3h,6h,9h,12h
P2RX1,0.407874373,0.508705342,0.462677428,0.676992742,0.474022414,0.197434235
LHX8,0.407319102,0.833562337,0.405952622,0.436743411,0.68595437,1.234357576
PPP4R1,0.406849111,0.314273434,0.495597682,0.389036244,0.35514992,0.448025606
APOOL,0.406526596,0.236737501,0.283961645,0.545725389,0.629695537,1.003238668
CWF19L2,0.406434875,0.517800255,0.297457489,0.576856176,0.403396425,0.34561012
TSC22D2,0.406132828,0.400910533,0.397977833,0.326498015,0.235116672,0.438156189
ITGAV,0.405863687,0.540256797,0.485109411,0.552755442,0.573796639,1.018403261
UBFD1,0.405431804,0.446543941,0.244595962,0.420139387,0.518383029,0.481792934
AMD1,0.405032799,0.367097157,0.440978937,0.65376843,0.600835823,1.945236564
EXOC4,0.405009944,0.350240181,0.318366912,0.208769286,0.230336351,0.236554422
CEP85,0.404909319,0.857973443,0.395983211,0.597184147,0.668981633,0.818213995
KTN1,0.404837421,0.294260034,0.24707999,0.468261751,0.544265737,0.453699883
KIAA1143,0.404298443,0.361516554,0.233936534,0.507295261,0.757498833,0.799358851
KCNAB2,0.404024713,0.370826158,0.372137086,0.359033084,0.647543368,0.310706282
GLCCI1,0.403971989,0.343154226,0.411564583,0.300067007,0.205025247,0.409944726
VAMP4,0.40298118,0.569918262,0.388043404,0.423036946,0.414379835,1.767243499
C9orf91,0.402661607,0.459896852,0.515613731,0.399470363,0.477834097,0.249997895
LPCAT1,0.402494249,0.435762156,0.420380355,0.35109867,0.441137828,0.341445452
MFNG,0.402323641,0.403686001,0.510455304,0.614107192,0.798231021,0.741404851
PAFAH2,0.402003663,1.145811169,0.905835067,0.707405198,0.55517078,0.992066237
STRBP,0.401868966,0.434456402,0.404225305,0.38644644,0.371663732,0.115515566
LARP1B,0.401579183,0.312177361,0.490552073,0.475875236,0.35429526,0.649851603
C12orf23,0.40149302,0.484764555,0.6485159,0.448742128,0.419430109,1.656790781
USP33,0.401486109,0.45820732,0.362950097,0.450984125,0.36942883,0.91263899
LSG1,0.400734996,0.278205805,0.325292449,0.474220211,0.698472164,0.781452985
NDEL1,0.400645418,0.730765449,0.37525379,0.581358268,0.595159694,0.197252936
CD28,0.40038537,0.289899598,0.283347378,0.555652522,0.679300428,0.70156576
NLRP1,0.400134922,0.308239127,0.448765894,0.364266931,0.225088345,0.542102471
ANKRD52,0.399954224,0.525636228,0.483277173,0.375130084,0.40438075,0.727327543
SCFD2,0.399951691,0.308553475,0.288073419,0.261816627,0.259348481,0.466866312
CEP170,0.399705207,0.272722962,0.411958319,0.516116458,0.289519726,1.241189026
CLEC16A,0.399078519,0.409004379,0.279882581,0.240150274,0.239254555,0.431825297
FASTK,0.399037565,0.83512486,1.075374819,0.437615031,0.522938889,0.186402965
RBM5,0.398656731,0.304669205,0.297852151,0.475204745,0.495716717,0.455762797
ATF2,0.398582355,0.713776198,0.69104663,0.739307659,0.428502358,0.93586568
SLC35E1,0.398413481,0.427036363,0.403539214,0.336309341,0.431971432,0.214657607
C19orf6,0.398396602,1.003342322,0.855201646,0.388728404,0.648175028,0.595109185
ADRBK1,0.398307553,0.532131394,0.520381075,0.336090914,0.597411374,0.30702516
SMAD2,0.398267108,0.402096565,0.391924117,0.572923926,0.226153279,0.479396712
SUV420H1,0.398222118,0.619539338,0.437729554,0.534952885,0.42681547,0.406622398
ZFP91,0.398083886,0.555262241,0.511944629,0.342831956,0.390357816,0.519266712
KAT2A,0.397396515,0.820285352,0.333579225,0.448911845,0.630662455,0.24321185
CANT1,0.397013239,0.759460035,1.052679424,0.611829752,0.748543797,0.434151186
MTMR4,0.396840335,0.603060578,0.406664876,0.408395742,0.514871742,0.664713649
RBM6,0.39680359,0.274370244,0.264147145,0.194701838,0.203071582,0.179699596
SCFD1,0.396720255,0.325188088,0.188451701,0.460420678,0.504700709,0.555048116
CGGBP1,0.396363052,0.249473012,0.231426666,0.492016084,0.506025382,1.218500312
CCAR1,0.396344269,0.33127303,0.422597483,0.697052668,0.558828031,0.486845245
HEATR1,0.39618041,0.361505644,0.545472986,0.690920604,0.623413789,0.860428093
EI24,0.396141919,0.445629579,0.523735911,0.429496013,0.649209911,0.707537705
DDX17,0.395995794,0.319672471,0.354610686,0.468968789,0.385636755,0.361711575
PYGB,0.395941047,0.578541209,0.697131304,0.818967837,0.650900562,0.408290022
NCOR1,0.395885266,0.296097847,0.312165738,0.239453063,0.322306858,0.523152024
GPATCH2,0.395724047,0.373969172,0.397173837,0.455621293,0.451249066,0.654451143
GFM2,0.395638439,0.660131421,0.219334417,0.509346063,0.544678601,0.532863966
FASTKD1,0.395265781,0.413406461,0.345783842,0.41128186,0.428248223,0.600071487
ZC3H7B,0.394806304,0.518446613,0.420791049,0.346461326,0.351117943,0.512421214
ANGEL2,0.394473512,0.438237043,0.520669542,0.436536339,0.418255071,0.470004512
SRF,0.394217755,0.668228657,0.840388727,0.533349967,0.702560495,0.374282909
NSMCE2,0.394199366,0.333404152,0.30902834,0.272766129,0.187421806,0.23676092
MACC1,0.394091324,0.395577754,0.406801371,0.303778091,0.262041542,0.422467141
MLH1,0.394082169,0.519234554,0.462946628,0.491801377,0.617590589,0.470970393
PIGG,0.393774031,0.334560207,0.345653488,0.390523609,0.418463407,0.276131797
HIAT1,0.39365901,0.294846941,0.377646508,0.414915916,0.587261181,0.684899285
ADIPOR2,0.3934675,0.298887338,0.363584687,0.415857744,0.395816604,0.406150426
YIPF6,0.393287474,0.57815697,0.416659824,0.412677115,0.605454385,0.614581275
NUP153,0.39283607,0.350908873,0.357849406,0.62342959,0.525368203,0.687562024
MRRF,0.392701202,0.425897363,0.373458543,0.448333558,0.307914721,0.310633032
CHD1L,0.39263433,0.461147958,0.425057755,0.335820923,0.186040953,0.285140352
MTHFR,0.392488412,0.672116223,0.506725685,0.466939749,0.72443263,0.538457004
ARHGAP17,0.392462478,0.383351551,0.383377985,0.529312595,0.479397837,0.517171002
ERC1,0.392450783,0.296168668,0.364318785,0.233858965,0.194658662,0.147492754
SAP30L,0.392375862,0.548056323,0.894536133,0.448402013,0.51586701,0.963040925
BARX2,0.391704828,0.42251775,0.569677979,0.492230827,0.391166589,0.424534532
VOPP1,0.390349871,0.512232688,0.498722552,0.336198048,0.371875417,0.374246712
PAPOLA,0.390205327,0.325045445,0.285572798,0.289421697,0.377283726,0.326605068
KIF21A,0.390002564,0.374863513,0.317179799,0.374011664,0.252127491,0.158782364
WHAMM,0.389810704,0.339941043,0.42392413,0.31205654,0.319239584,0.542222437
ADAM17,0.389746916,0.566830446,0.396749506,0.452210464,0.386477532,0.534102904
MYO5B,0.389728706,0.42232268,0.292109853,0.178630805,0.2219687,0.213012389
TRAPPC8,0.389540973,0.299732342,0.270197583,0.406204845,0.450590559,0.737612334
IBTK,0.389380838,0.218321674,0.299270502,0.429874826,0.430582856,0.84870199
ZDHHC3,0.389239553,0.529723315,0.500170741,0.312540862,0.329068916,0.296857195
EIF2C2,0.388983081,1.028639019,0.441975382,0.281757127,0.346243414,1.03345645
BTG2,0.388953762,0.445815378,0.44770965,0.516296059,0.674636085,0.510522296
SLC9A9,0.388479814,0.527716645,0.238915596,0.181941764,0.191457328,0.27558823
XPO7,0.388427878,0.250042226,0.29395111,0.449701392,0.559534642,0.984259911
ATRX,0.388199084,0.413837304,0.193160587,0.344075229,0.301438468,0.203740488
SPATS2,0.388122282,0.522713614,0.405138946,0.341181217,0.255997216,0.254073691
ITCH,0.387962676,0.296512237,0.289920692,0.425571143,0.28867801,0.237447498
HIPK1,0.387748214,0.451073647,0.438244212,0.407159004,0.378442974,0.725051015
KIAA1430,0.387748214,0.407388798,0.476068241,0.65501558,0.299927763,0.504500256
POLR3E,0.387667701,0.550569675,0.400783891,0.38195507,0.598582671,0.576606507
DIDO1,0.387558513,0.380568927,0.335020814,0.257140951,0.241228791,0.38106188
SMC5,0.386905283,0.294210243,0.376785152,0.408795062,0.264900218,0.930480479
PRIM2,0.386905283,0.38704671,0.38010347,0.357256168,0.160002283,0.473189488
LIN54,0.386882704,0.302278387,0.397258812,0.450798314,0.383083883,0.527863415
KLHDC3,0.386807077,0.368904444,0.447627193,0.61727084,1.037502126,0.608914128
ADK,0.386692912,0.454486511,0.360973942,0.368673329,0.14110623,0.204517794
HCFC2,0.386607778,0.238335714,0.249415858,0.505798989,0.537756519,1.695712215
ARHGEF3,0.386159082,0.478268825,0.394014634,0.569396829,0.36707785,0.52332951
C9orf86,0.385776804,0.602230333,0.370443325,0.197702115,0.290390995,0.138637206
ZCCHC6,0.385588057,0.395760656,0.336952332,0.439952412,0.472206415,0.301673046
KIAA1191,0.385569853,0.551863036,0.440753401,0.468636745,0.447355224,0.631460093
MYO5C,0.385493864,0.303457232,0.168492531,0.325800171,0.267178036,0.472719455
DPYD,0.38534049,0.220672567,0.177635536,0.330882055,0.198403887,0.255538917
DTNB,0.385180345,0.583937965,0.125519206,0.372134573,0.276079719,0.322582461
PPP3CC,0.385164724,0.284598377,0.256660641,0.436265244,0.296877391,0.255654607
AFTPH,0.385108839,0.329526628,0.29790462,0.409400999,0.363301928,0.478188127
PPP2R5C,0.385033976,0.6355022,0.414684582,0.567388126,0.404028708,0.579436917
SCRIB,0.385031939,0.642668105,0.630873478,0.292544199,0.392206879,0.174861915
PRMT3,0.385028042,0.311933275,0.267049462,0.447639851,0.437641504,2.478611605
MAPKAPK2,0.384568321,0.547687385,0.549105902,0.318965885,0.338719839,0.484949956
IBA57,0.38443246,0.722813271,0.37373839,0.451751823,0.600311429,0.502057812
IP6K1,0.384358806,0.444162068,0.523330467,0.4371852,0.348756396,0.384567553
TRRAP,0.384313947,0.269555829,0.41272628,0.4332773,0.571143244,0.772738919
XRN1,0.384243505,0.262504968,0.262944605,0.550459709,0.430690386,0.425253063
KCNN3,0.384133118,0.325716868,0.253556848,0.319840029,0.277180954,0.478948601
SLC30A9,0.383870732,0.437879817,0.341279641,0.362686597,0.394971924,0.621961031
AFF1,0.383818333,0.459296575,0.318975134,0.27042075,0.239441893,0.217192741
MED23,0.38378148,0.20811534,0.413909594,0.459786015,0.461099582,0.573230157
DAP,0.383712825,0.384691709,0.483186626,0.407629033,0.55452408,0.316770061
FBXO42,0.383590056,0.220475514,0.361946918,0.30586845,0.125019268,0.257943475
SCYL2,0.383286676,0.205726955,0.312165738,0.562652882,0.590190828,0.720193276
C21orf91,0.383247565,0.229297785,0.319482018,0.460582298,0.448911488,0.559008798
MANBAL,0.383218445,1.463733726,0.384979904,0.469626003,0.39257037,0.750875821
AKAP9,0.383019577,0.299156755,0.299398887,0.636784027,0.377909252,0.263864746
ARHGAP4,0.382777083,0.561679624,0.432154841,0.402705467,0.59542396,0.274547867
ELK3,0.382646264,0.320436322,0.466401398,0.531536821,0.516416975,0.183943482
TFDP1,0.381753873,0.324328682,0.410555492,0.594542075,0.742374134,0.361987902
KLHL20,0.381550193,0.350117632,0.474834271,0.583940077,0.604212793,0.380663561
ANO6,0.381535471,0.231770189,0.33286873,0.339034883,0.279201048,0.287177069
MERTK,0.38134671,0.56893351,0.621790567,0.507132155,0.518386529,1.931918463
ABCB10,0.381090449,0.315168288,0.433700842,0.321127997,0.312893526,0.505720624
SLC39A11,0.3810629,0.508940205,0.328961608,0.257846625,0.234443949,0.2833137
PARVG,0.380921661,1.257084544,0.568773728,0.219339595,0.50821988,0.827783125
MAP2K5,0.380885414,0.3434947,0.432882977,0.269458788,0.193903692,0.512162925
TUBGCP6,0.380791555,0.464563707,0.184459813,0.174711267,0.244596002,0.231788619
RGS16,0.380698246,0.803235733,1.123283539,0.779910619,0.338238019,0.276993485
DENND3,0.380655259,0.321844094,0.416808951,0.268831385,0.425548065,0.442707043
HEXDC,0.380647729,0.544067142,0.44061635,0.292804238,0.386500755,0.324827533
LPIN1,0.380347331,0.347824994,0.374757032,0.363660921,0.401579275,0.30092921
FAM208A,0.379745906,0.31089049,0.52439342,0.381497586,0.400282107,0.371883974
MIER1,0.379274695,0.493266768,0.313696441,0.312845146,0.285475683,0.379957352
OSBPL7,0.379158855,0.368482827,0.386559308,0.288801056,0.489684214,0.334691277
ITGB3BP,0.379026371,0.231057939,0.343666771,0.355728692,0.332406329,1.200369758
SLC25A32,0.378903592,0.447957091,0.435479292,0.442085051,0.506002872,0.880911254
PRKAA1,0.378774901,0.35167486,0.267078078,0.421721832,0.443208438,0.601068283
IQGAP2,0.378769167,0.356296224,0.375655868,0.776524754,0.246160929,0.147168304
UBE2QL1,0.378752963,0.391165704,0.314647037,0.17939575,0.30292437,0.296251437
USP3,0.378112324,0.410713764,0.481609904,0.428458583,0.153060075,0.249940966
RANBP3,0.378036299,0.411533114,0.438150205,0.470723246,0.540058122,0.38708205
WDR4,0.37786408,0.684603123,0.508716103,0.560366732,0.619442,0.299877774
LYRM2,0.377825523,0.523531686,0.343265787,0.638335374,0.820724604,0.662716312
TOX2,0.377620462,0.529199553,0.359817818,0.409947369,0.351280247,0.442002967
LRCH4,0.377308839,0.429475871,0.704784837,0.467609293,0.723806272,0.620923392
ISG20L2,0.377137294,0.296360839,0.51179374,0.627099595,0.408273185,1.121785425
MDFIC,0.3770805,0.415784672,0.397479863,0.356950933,0.355346788,0.59873915
MAPKAP1,0.376834114,0.494416549,0.401369319,0.287029938,0.254071814,0.197972837
UBR1,0.376774208,0.619973589,0.249321026,0.360951971,0.376600561,0.560781092
MED15,0.376693989,0.357587237,0.381321724,0.387338826,0.416319174,0.333954364
B4GALNT1,0.376563169,0.601075043,0.51200236,0.573909274,0.88710939,0.528423644
DNAJC10,0.376362632,0.321721801,0.308993269,0.469317432,0.534494267,0.538200229
TBL1XR1,0.376219738,0.345026359,0.312113647,0.408773135,0.272162419,0.494424138
IZUMO4,0.376172321,0.419745142,0.594036281,0.703856343,0.658859474,0.521223017
SLC7A5,0.375896326,0.525858544,0.240998419,0.357832203,0.527124742,0.480631077
ATRNL1,0.375894197,0.364443071,0.361711888,0.159595333,0.258409116,0.557589994
DMXL1,0.375845433,0.194942537,0.225453094,0.326640884,0.271518203,0.781665394
USP15,0.375454742,0.221488083,0.394229319,0.485549936,0.337522867,0.596227575
ZNF652,0.374731645,0.150323487,0.305889285,0.240127785,0.149975173,0.233217046
ZMIZ1,0.374673747,0.338879411,0.319094279,0.342499048,0.312400392,0.479918551
ZNF644,0.374660023,0.37773512,0.325551887,0.326381446,0.235790926,0.3963548
NFATC3,0.374451538,0.440834344,0.292214025,0.310062532,0.211157163,0.447941265
ASXL1,0.374325143,0.3376431,0.44617159,0.358024565,0.261038626,0.206615845
TNFAIP3,0.374004622,0.385939162,0.411453085,0.498799022,0.56158372,0.367586648
SNX5,0.373816752,0.254142484,0.27964313,0.436998991,0.376799356,0.149098704
GOSR2,0.373552411,0.387414662,0.386336872,0.542369764,0.771021213,1.08475181
ORMDL1,0.37340153,0.542582355,0.365933118,0.709441436,0.675250537,1.074536714
MTMR1,0.373279997,0.362343344,0.393195199,0.379936296,0.378765242,0.642091235
UHMK1,0.373238878,0.538022087,0.327290406,0.234238376,0.277422972,0.525354708
EFR3A,0.373030023,0.135841743,0.18854557,0.383298919,0.272090664,0.818588841
RAB3B,0.372927884,0.36549266,0.177247535,0.213594959,0.248003379,0.527874612
ZFYVE16,0.372894956,0.205532667,0.174759778,0.37288112,0.312846042,0.3818844
PLDN,0.372359917,0.505859323,0.270329777,0.308854636,0.333822134,0.753959862
PHF20,0.372014277,0.463407363,0.307959037,0.290531072,0.230978698,0.361843107
AKNA,0.371605558,0.407805669,0.432528153,0.325570066,0.382551538,0.296409496
TPP2,0.371601968,0.280922364,0.317991714,0.572906721,0.39398266,0.34637585
UGGT2,0.371530608,0.27197321,0.200483068,0.446933991,0.486411096,1.47738492
DDX31,0.370722443,0.31094058,0.347830062,0.487462413,0.359377895,0.726070325
ZNF148,0.370543963,0.362746133,0.261812169,0.350724393,0.20267129,0.176047245
FBXO18,0.370442673,0.338974534,0.345112178,0.380942097,0.420915206,0.325558729
DYNC1LI2,0.370365174,0.726829153,0.626534697,0.41783544,0.523975486,0.27934187
COG5,0.370123295,0.346243966,0.217497693,0.279208751,0.338709628,0.128449807
KAT6A,0.36995597,0.234232803,0.203087423,0.284771636,0.287321076,0.305869067
TTPAL,0.369787795,0.719591729,0.548103388,0.324200497,0.332112684,0.809594928
RHOQ,0.369519278,0.50135,0.627956098,0.23300072,0.311397502,0.73969851
STAU2,0.36941479,0.259943517,0.283219599,0.437011384,0.225228587,0.314767829
SEC14L1,0.369389205,0.290559172,0.372965818,0.374265657,0.477452808,0.14195604
FRMD6,0.369106473,0.218516494,0.748349709,0.398988334,0.382695269,0.441088962
SETD7,0.368798628,0.245764339,0.560698626,0.395091266,0.44863515,0.345718783
RBL2,0.368790766,0.32721868,0.394156023,0.351928171,0.432299571,0.5328128
GOLT1B,0.368386792,0.230687636,0.374737523,0.570562532,0.726913025,1.291393737
HIATL1,0.367866856,0.306062062,0.397896844,0.412350125,0.341836296,1.102847297
PPM1K,0.36786369,0.218965946,0.427741375,0.474734906,0.454408183,0.622096421
GTF2H1,0.367790585,0.393691105,0.277195263,0.5231233,0.450607578,0.228299762
RFFL,0.367774417,0.502995037,0.395907932,0.457506623,0.266725781,0.191660845
ALS2,0.367573497,0.302969689,0.283731267,0.330962238,0.33730366,0.540064338
MEX3C,0.367340413,0.261437224,0.377059924,0.3449211,0.395073096,0.724410624
PPFIBP2,0.367060428,0.38042273,0.282011645,0.293677991,0.41313358,0.478628448
C3orf17,0.366878466,0.487031391,0.496384345,0.582498628,0.403238977,0.924422226
RNF169,0.366704142,0.803056473,0.283392504,0.353661436,0.32317282,0.233266572
WDR11,0.366432517,0.347364556,0.307522368,0.371109381,0.542899897,0.661782251
TUBGCP3,0.36633736,0.346444693,0.464855959,0.409565262,0.432050834,0.384967719
BIRC6,0.366276814,0.338471669,0.24075518,0.302370607,0.203457182,0.432720397
GATAD2B,0.366183383,0.520769319,0.365933117,0.569217452,0.24309234,0.495587723
INTS1,0.366120824,0.496272153,0.606793362,0.358487715,0.406101519,0.252184083
MORC3,0.366067283,0.200473673,0.25115248,0.524735649,0.587676086,0.229202355
ITPK1,0.365147721,0.35135788,0.393720884,0.547566982,0.403427064,0.688598966
ZRANB2,0.36514273,0.176046416,0.348520929,0.658880194,0.639428228,0.764792546
ZBP1,0.364950996,0.367789039,0.391061963,0.48739399,0.469669964,0.489360027
CCM2,0.364874294,0.433329969,0.380546451,0.418489077,0.243614095,0.648368846
KIN,0.364434239,0.729834455,0.739756051,0.75765428,0.5870381,0.468085971
ASXL2,0.363944145,0.163165088,0.276669446,0.333184171,0.211770288,0.429851026
ST3GAL2,0.363879291,0.566322515,0.447909311,0.286056245,0.384310307,0.613033641
SAMD9L,0.363697081,0.296259307,0.153463674,0.353115614,0.382560428,0.600283545
GPR107,0.363689138,0.42066652,0.431038737,0.429188998,0.404353336,0.742085876
SPIN1,0.363513951,0.301143941,0.322059821,0.277022359,0.306836611,0.693186028
PRKCA,0.363458068,0.278480362,0.365732973,0.18105363,0.140054447,0.19541068
KBTBD8,0.362781692,0.395875697,0.328930297,0.570018882,0.66466479,0.749616613
SETX,0.362708497,0.390723131,0.287926578,0.326919995,0.238240364,0.345593522
TAPT1,0.362678286,0.385500156,0.217966563,0.385876798,0.53330744,0.931081902
IVNS1ABP,0.362584998,0.224374209,0.313895636,0.564873648,0.552423125,0.320334499
WDR85,0.362569758,0.326377733,0.594866462,0.479087124,0.462235522,0.268557109
ARAP1,0.362547444,0.340614237,0.302901744,0.30555596,0.274491906,0.624703364
RASSF3,0.362238463,0.519405253,0.242717345,0.389143564,0.206890056,0.349024148
NBEAL2,0.362233735,0.429027546,0.158351777,0.21593401,0.343462931,0.240895863
CSF2RB,0.362179954,0.364701683,0.416458285,0.41901362,0.647848009,0.438033422
CCDC14,0.362037752,0.267458073,0.188577386,0.168555072,0.194689951,0.372805931
MYLIP,0.361953805,0.905651066,0.549738843,0.426332138,0.541086576,0.801424378
ERI3,0.361898333,0.399810379,0.29519125,0.389700665,0.351206548,0.415872859
RUNX2,0.361740712,0.307237957,0.337562507,0.295179754,0.237160261,0.57808371
BRD1,0.361617356,0.449361234,0.376651012,0.31545628,0.26815375,0.296841682
FAM192A,0.361381335,0.36396636,0.495406537,0.456872957,0.387902248,0.607965223
PPCDC,0.361276942,0.655783602,0.39249785,0.666118133,0.67039262,0.729460469
EIF2AK4,0.361241988,0.417497707,0.319779687,0.236202784,0.373476579,0.458835542
PIEZO1,0.360949601,0.358838183,0.229905696,0.150027527,0.407372753,0.298085738
VPS37A,0.36035296,0.604230816,0.318504811,0.667219506,0.720044807,0.871692034
PHIP,0.359962915,0.263368051,0.348881024,0.394484489,0.23877344,0.281925515
ZC3H12A,0.359922491,0.995754677,0.456110041,0.276960255,0.393584127,0.326628691
BRWD3,0.359597875,0.664364279,0.219202946,0.145893363,0.249377009,0.15692736
MAST2,0.359533106,0.236861674,0.270866184,0.227380242,0.273443179,0.232497177
TRIM33,0.359346275,0.395514034,0.246470789,0.255602292,0.319721779,0.905901912
TRAPPC9,0.359272954,0.581932979,0.325935852,0.147612824,0.144644569,0.143323121
ZNF146,0.359026124,0.346924189,0.396331875,0.520066982,0.295874544,0.434310999
STAG1,0.358951014,0.405849432,0.337694263,0.357858916,0.21850176,0.093041792
ADAM15,0.358809926,0.523748799,0.648137504,0.552355557,0.749230701,0.219498396
MTMR3,0.358716305,0.349019607,0.575539829,0.311415919,0.238070911,0.326868208
RAD54L2,0.358607627,0.582552393,0.558495962,0.37055361,0.242185665,0.536134638
ATP9B,0.358521484,0.32110869,0.206763288,0.261309962,0.232317664,0.214123253
AKT2,0.358387076,0.642950472,0.392964564,0.36482671,0.280509895,0.409392886
SLC25A44,0.357945903,0.403555872,0.352545699,0.305674755,0.236102377,0.301869849
TYK2,0.357268423,0.392904903,0.525670398,0.428992257,0.475431501,0.341233929
CENPT,0.357089053,0.867666343,0.73755221,0.42307064,0.546585664,0.321909399
FZD3,0.357089053,0.295494191,0.386391687,0.411687574,0.317266812,0.744254707
EYA3,0.35702263,0.485108785,0.291270034,0.415795682,0.278507897,0.163201325
CHST11,0.356813998,0.290690505,0.372201329,0.480200404,0.218302607,0.306153527
WHSC1L1,0.356133754,0.317672953,0.242394754,0.289435744,0.277881515,0.448111869
DOCK10,0.355829916,0.224577014,0.226516449,0.296459833,0.235454483,0.269830803
PHTF1,0.355702907,0.691104011,0.251698719,0.236259897,0.166117669,0.263417815
TMEM184B,0.355593662,0.307687722,0.419401107,0.477580587,0.432424707,0.419153907
KIAA1797,0.355219001,0.28161088,0.151219602,0.26031893,0.256923868,1.166973954
ZDHHC2,0.355028136,0.312483042,0.4533665,0.317427348,0.356309203,0.497037234
UFM1,0.354903424,0.294254092,0.492109804,0.83750315,1.006580516,0.701134649
NXT2,0.354888196,0.302490544,0.6024185,0.646370567,0.749205974,0.878144756
ZNF451,0.35407203,0.408147857,0.183406716,0.367517717,0.28046784,0.476591731
AKAP11,0.353940985,0.220997829,0.294826382,0.373288986,0.274874464,0.931385087
HIRA,0.353724921,0.508020126,0.566632261,0.281259105,0.233635083,0.291382591
NFYC,0.353689249,0.332533536,0.420946711,0.398667188,0.354403806,0.230912479
RPLP0,0.353403951,0.426372303,0.350139463,0.313290824,0.281700445,0.319295557
SENP2,0.35333556,0.387674331,0.378369192,0.489500093,0.40408019,0.356943249
LMBR1,0.353112439,0.360468103,0.242039364,0.285563624,0.201812314,0.265728947
MEMO1,0.353054953,0.314019391,0.329151917,0.382082538,0.157371626,0.428927343
FBXW11,0.352545857,0.603934341,0.459711032,0.308431431,0.267048057,0.261531725
RBMS1,0.35227598,0.326174832,0.196492985,0.161198871,0.287787521,0.152718441
PDP2,0.352250138,0.435944533,0.778346027,0.528548024,0.499410472,0.485536487
NUP50,0.352063606,0.312728462,0.459455604,0.452726988,0.548275911,0.432197583
GNPTAB,0.352018848,0.385079472,0.32672306,0.403086229,0.499724309,0.436682484
KIAA1715,0.351990454,0.538954106,0.321018316,0.411913179,0.39209437,0.595626513
GORAB,0.351627183,0.397398571,0.348288544,0.442210049,0.4439374,1.480957978
DENND5B,0.35161713,0.117610315,0.23558141,0.297450126,0.185891143,0.164623797
CARS2,0.351436288,0.42982393,0.343709283,0.465095595,0.389026904,0.486909217
CYP2R1,0.351425196,0.476668194,0.336897714,0.240074174,0.274631642,0.22113224
WDR26,0.35138206,0.388381365,0.251406935,0.258768562,0.307174978,0.549061478
TP53INP1,0.351321261,0.216418957,0.470415907,0.443185987,0.38197166,0.843672446
RHBDD1,0.351191444,0.259823923,0.254405098,0.333774176,0.285836889,0.566345215
C6orf106,0.351101279,0.242771947,0.309630946,0.315586201,0.31134215,0.176825105
FAM54B,0.351069329,0.360182377,0.506236567,0.412400336,0.844360602,2.271309543
RNF111,0.350403611,0.518465022,0.329694222,0.519375846,0.370583846,0.263206479
DCAF8,0.350401444,0.375914297,0.324536733,0.248053383,0.300891726,0.399083278
ADCY7,0.350328253,0.404780305,0.343628873,0.328058138,0.439282903,0.328448025
ZNF252,0.350247018,0.484799659,0.413126001,0.286519299,0.451864853,0.957256896
RAD9A,0.350121331,0.664847004,0.51434562,0.688495309,0.463046371,0.719760248
TSSC1,0.349906476,0.37870921,0.464290529,0.344740906,0.35702902,0.485991962
CCDC50,0.349763819,0.216325111,0.287549254,0.365048838,0.408830105,0.379738273
TMEM194A,0.349759369,0.20060868,0.46335446,0.527382216,0.571851566,0.702447506
FAM120A,0.349675552,0.350558552,0.225327814,0.209526348,0.262990126,0.144252857
TECPR1,0.3496658,0.794194206,0.541022054,0.50856763,0.569623573,0.399805087
METTL19,0.349652329,0.62140957,0.517005323,0.425452019,0.630559317,0.401136223
AZI2,0.349491157,0.6480025,0.461218767,0.524638638,0.586653493,0.673625223
ZNF592,0.349488609,0.354460832,0.316974471,0.369090946,0.312808332,0.901091313
AARS2,0.348973393,0.961233237,0.261099113,0.333803115,0.417512554,0.200715156
BPTF,0.348973393,0.39839294,0.276284198,0.365630293,0.295188095,0.538616547
GRAMD3,0.348973392,0.674848279,0.502999761,0.301351668,0.310051517,0.466032962
SLC38A1,0.348618264,0.28558703,0.239701428,0.397881292,0.477117705,0.466797183
POFUT2,0.348570421,0.558717078,0.241417164,0.316832841,0.415196669,0.338652204
MAPK6,0.34845716,0.410263406,0.386607038,0.338422585,0.289329661,0.165177527
IL10RA,0.347934781,0.309503859,0.331636092,0.389355102,0.547136605,0.476360067
STK40,0.34728679,0.503395274,0.392453873,0.249742566,0.394265175,0.166798736
CAMSAP2,0.346906714,0.212866834,0.231178999,0.280250434,0.174578757,0.153770645
PARD3,0.346768993,0.230915633,0.204172262,0.19488796,0.189682163,0.307652216
MAPK14,0.346557709,0.342726782,0.482819979,0.548317371,0.449681931,0.420477328
TLK2,0.346506357,0.400610944,0.4787667,0.547437109,0.492232158,0.292165256
CDKAL1,0.346421843,0.3292149,0.16081439,0.179761663,0.086242535,0.371103568
RNF10,0.346057608,0.585914249,0.575926703,0.462378898,0.490065157,0.75722221
CCDC132,0.345875996,0.327981866,0.353986895,0.47672959,0.50838615,0.879267503
TCERG1,0.345604923,0.231733044,0.34755034,0.328148382,0.422724815,0.395848755
CARD11,0.345583871,0.442193721,0.372288258,0.272419497,0.173221627,0.19734917
RSPRY1,0.345574301,0.224282802,0.524823031,0.598917761,0.638780836,0.568804822
GGA3,0.345564238,0.309504919,0.309751802,0.36365911,0.446145045,0.353391471
FZD6,0.345283342,0.473744649,0.400925817,0.483927978,0.546107003,0.382265649
CYLD,0.345226746,0.442506708,0.378014655,0.324373392,0.492209929,0.48805955
PLXNC1,0.34515758,0.284871346,0.330748586,0.302804864,0.296556283,0.32344175
